Comment:	20231003 sppedbump
Time	Vehicle Speed	FL Sprung acceleration	FR Sprung acceleration	RL Sprung acceleration	RR Sprung acceleration	FL Unsprung acceleration	FR Unsprung acceleration	RL Unsprung acceleration	RR Unsprung acceleration	Bellow pressure RL	Bellow pressure RR	Acceleration X	Acceleration Y	Acceleration Z
0.618	38.965	-0.026	-0.147	0.241	0.055	1.104	0.921	1.595	0.989	1.955	1.853	-0.033	0.080	0.017
0.618	38.931	-0.027	-0.150	0.233	0.067	1.082	0.918	1.507	0.857	1.955	1.846	-0.030	0.074	0.017
0.619	38.947	-0.028	-0.153	0.224	0.084	1.029	0.860	1.433	0.798	1.943	1.853	-0.027	0.068	0.012
0.619	38.947	-0.031	-0.157	0.218	0.105	0.997	0.761	1.329	0.808	1.955	1.857	-0.024	0.063	0.010
0.619	38.953	-0.033	-0.160	0.210	0.127	0.987	0.696	1.241	0.853	1.948	1.859	-0.019	0.055	0.008
0.619	38.925	-0.035	-0.165	0.208	0.149	1.038	0.677	1.250	0.937	1.949	1.859	-0.018	0.050	0.004
0.619	38.950	-0.038	-0.168	0.205	0.172	1.110	0.696	1.312	0.980	1.955	1.861	-0.015	0.044	0.001
0.620	38.943	-0.037	-0.171	0.205	0.191	1.142	0.765	1.466	0.960	1.955	1.857	-0.010	0.037	-0.002
0.620	38.953	-0.036	-0.172	0.208	0.208	1.184	0.793	1.604	0.897	1.958	1.855	-0.007	0.033	-0.007
0.620	38.937	-0.038	-0.168	0.212	0.223	1.178	0.799	1.642	0.789	1.947	1.863	-0.004	0.026	-0.011
0.620	38.934	-0.039	-0.163	0.217	0.230	1.174	0.762	1.580	0.764	1.956	1.858	-0.001	0.018	-0.010
0.620	38.940	-0.048	-0.161	0.224	0.234	1.161	0.718	1.442	0.816	1.966	1.862	0.003	0.013	-0.017
0.621	38.922	-0.055	-0.157	0.230	0.227	1.148	0.681	1.313	0.897	1.961	1.859	0.004	0.009	-0.020
0.621	38.937	-0.063	-0.155	0.236	0.217	1.127	0.677	1.178	0.982	1.959	1.861	0.008	0.002	-0.025
0.621	38.928	-0.070	-0.152	0.246	0.199	1.107	0.660	1.149	0.945	1.954	1.859	0.010	-0.001	-0.030
0.621	38.907	-0.072	-0.150	0.253	0.174	1.086	0.664	1.196	0.862	1.960	1.863	0.011	-0.003	-0.032
0.621	38.922	-0.073	-0.150	0.261	0.144	1.048	0.618	1.299	0.730	1.966	1.870	0.013	-0.009	-0.035
0.622	38.895	-0.071	-0.151	0.275	0.108	1.032	0.590	1.323	0.596	1.962	1.859	0.016	-0.013	-0.037
0.622	38.901	-0.069	-0.153	0.285	0.070	1.019	0.585	1.264	0.535	1.961	1.871	0.015	-0.016	-0.040
0.622	38.901	-0.069	-0.154	0.300	0.027	1.056	0.614	1.143	0.525	1.966	1.859	0.020	-0.020	-0.043
0.622	38.898	-0.072	-0.153	0.315	-0.014	1.093	0.654	1.063	0.563	1.959	1.867	0.024	-0.022	-0.046
0.622	38.879	-0.080	-0.152	0.328	-0.054	1.137	0.717	1.070	0.592	1.968	1.867	0.023	-0.024	-0.049
0.623	38.916	-0.091	-0.149	0.341	-0.091	1.113	0.729	1.168	0.599	1.957	1.870	0.024	-0.026	-0.052
0.623	38.885	-0.100	-0.147	0.351	-0.121	1.055	0.702	1.258	0.589	1.969	1.871	0.025	-0.025	-0.052
0.623	38.876	-0.110	-0.147	0.355	-0.146	0.966	0.637	1.294	0.574	1.964	1.871	0.026	-0.028	-0.054
0.623	38.889	-0.111	-0.145	0.356	-0.161	0.918	0.606	1.252	0.630	1.975	1.877	0.027	-0.029	-0.058
0.623	38.889	-0.112	-0.146	0.353	-0.167	0.861	0.623	1.099	0.727	1.962	1.869	0.029	-0.028	-0.063
0.624	38.885	-0.109	-0.150	0.348	-0.164	0.853	0.722	0.958	0.849	1.973	1.865	0.029	-0.027	-0.063
0.624	38.879	-0.104	-0.154	0.338	-0.153	0.829	0.850	0.863	0.929	1.976	1.875	0.030	-0.027	-0.067
0.624	38.922	-0.106	-0.161	0.323	-0.133	0.805	0.948	0.920	1.005	1.968	1.876	0.030	-0.022	-0.075
0.624	38.867	-0.108	-0.166	0.306	-0.105	0.779	0.992	1.102	1.022	1.968	1.872	0.032	-0.020	-0.075
0.624	38.889	-0.113	-0.173	0.285	-0.077	0.767	0.948	1.281	1.005	1.978	1.869	0.033	-0.018	-0.077
0.625	38.892	-0.120	-0.175	0.265	-0.043	0.749	0.893	1.401	0.991	1.977	1.869	0.035	-0.015	-0.084
0.625	38.901	-0.127	-0.177	0.239	-0.010	0.725	0.845	1.338	0.910	1.976	1.870	0.033	-0.011	-0.087
0.625	38.892	-0.133	-0.176	0.213	0.027	0.668	0.827	1.151	0.835	1.994	1.874	0.032	-0.010	-0.089
0.625	38.889	-0.136	-0.173	0.185	0.062	0.596	0.849	1.002	0.810	1.978	1.871	0.033	-0.005	-0.093
0.625	38.876	-0.134	-0.170	0.158	0.096	0.506	0.889	0.910	0.740	1.987	1.874	0.033	0.001	-0.094
0.626	38.885	-0.132	-0.166	0.129	0.127	0.388	0.941	0.962	0.642	1.985	1.876	0.032	0.003	-0.095
0.626	38.870	-0.123	-0.162	0.102	0.152	0.347	0.975	1.089	0.572	1.973	1.868	0.032	0.004	-0.097
0.626	38.858	-0.122	-0.160	0.079	0.171	0.361	0.977	1.179	0.579	1.981	1.876	0.029	0.007	-0.095
0.626	38.879	-0.121	-0.158	0.057	0.185	0.397	0.968	1.190	0.662	1.985	1.878	0.031	0.012	-0.095
0.626	38.867	-0.121	-0.154	0.041	0.189	0.488	0.992	1.067	0.823	1.979	1.879	0.031	0.013	-0.097
0.627	38.855	-0.124	-0.152	0.030	0.188	0.563	0.956	0.839	0.967	1.988	1.879	0.027	0.016	-0.094
0.627	38.882	-0.127	-0.149	0.022	0.179	0.616	0.980	0.710	1.023	1.980	1.878	0.028	0.018	-0.095
0.627	38.885	-0.125	-0.144	0.019	0.166	0.609	0.947	0.757	0.995	1.979	1.869	0.024	0.021	-0.090
0.627	38.889	-0.126	-0.135	0.019	0.149	0.571	0.914	0.920	0.935	1.975	1.891	0.024	0.022	-0.088
0.627	38.907	-0.122	-0.127	0.023	0.128	0.525	0.875	1.125	0.870	1.977	1.881	0.020	0.025	-0.085
0.628	38.904	-0.115	-0.117	0.030	0.105	0.498	0.834	1.176	0.888	1.979	1.880	0.019	0.027	-0.081
0.628	38.913	-0.115	-0.111	0.037	0.080	0.499	0.804	1.071	0.992	1.991	1.882	0.014	0.029	-0.080
0.628	38.907	-0.111	-0.103	0.044	0.055	0.513	0.785	0.878	1.078	1.988	1.876	0.010	0.032	-0.076
0.628	38.919	-0.112	-0.097	0.051	0.030	0.535	0.817	0.677	1.090	1.983	1.885	0.007	0.031	-0.073
0.628	38.925	-0.113	-0.094	0.055	0.005	0.579	0.853	0.599	1.021	1.989	1.877	0.005	0.033	-0.070
0.629	38.928	-0.114	-0.089	0.056	-0.018	0.605	0.878	0.667	0.925	1.989	1.879	0.002	0.035	-0.070
0.629	38.947	-0.114	-0.086	0.053	-0.036	0.633	0.897	0.821	0.837	1.984	1.885	-0.002	0.035	-0.061
0.629	38.934	-0.113	-0.084	0.047	-0.052	0.665	0.856	1.011	0.863	1.989	1.877	-0.007	0.036	-0.066
0.629	38.937	-0.108	-0.084	0.037	-0.064	0.679	0.796	0.991	0.942	1.980	1.883	-0.011	0.038	-0.060
0.629	38.956	-0.103	-0.084	0.023	-0.067	0.711	0.723	0.871	1.051	1.978	1.881	-0.016	0.038	-0.055
0.630	38.928	-0.098	-0.087	0.006	-0.066	0.743	0.689	0.643	1.095	1.985	1.881	-0.016	0.040	-0.053
0.630	38.962	-0.093	-0.089	-0.015	-0.061	0.786	0.691	0.460	1.103	1.984	1.887	-0.022	0.040	-0.050
0.630	38.947	-0.094	-0.094	-0.033	-0.048	0.823	0.722	0.403	0.977	1.991	1.880	-0.029	0.040	-0.047
0.630	38.956	-0.096	-0.101	-0.057	-0.035	0.847	0.777	0.438	0.858	1.991	1.883	-0.030	0.041	-0.045
0.630	38.950	-0.099	-0.108	-0.077	-0.017	0.838	0.805	0.557	0.825	1.992	1.886	-0.035	0.039	-0.042
0.631	38.950	-0.099	-0.114	-0.100	0.002	0.812	0.814	0.585	0.871	1.988	1.874	-0.041	0.043	-0.038
0.631	38.956	-0.102	-0.119	-0.121	0.025	0.757	0.811	0.520	0.993	1.994	1.883	-0.044	0.040	-0.036
0.631	38.962	-0.100	-0.122	-0.141	0.047	0.734	0.802	0.330	1.124	1.991	1.885	-0.049	0.039	-0.032
0.631	38.968	-0.100	-0.123	-0.158	0.068	0.731	0.785	0.165	1.223	1.995	1.885	-0.054	0.038	-0.032
0.631	38.971	-0.097	-0.128	-0.171	0.087	0.780	0.784	0.072	1.231	1.983	1.890	-0.060	0.039	-0.028
0.632	38.995	-0.095	-0.131	-0.179	0.101	0.875	0.768	0.131	1.162	1.995	1.885	-0.065	0.037	-0.025
0.632	38.974	-0.096	-0.136	-0.183	0.111	0.972	0.747	0.296	1.067	1.992	1.891	-0.071	0.038	-0.022
0.632	38.965	-0.098	-0.140	-0.181	0.115	1.046	0.734	0.411	1.076	1.989	1.884	-0.075	0.037	-0.022
0.632	38.983	-0.103	-0.143	-0.176	0.115	1.072	0.718	0.477	1.220	1.998	1.883	-0.084	0.037	-0.019
0.632	38.971	-0.108	-0.146	-0.166	0.107	1.089	0.723	0.361	1.419	1.992	1.883	-0.091	0.037	-0.017
0.633	38.971	-0.114	-0.148	-0.153	0.095	1.096	0.752	0.151	1.587	1.992	1.880	-0.096	0.036	-0.018
0.633	38.962	-0.116	-0.148	-0.139	0.075	1.117	0.813	-0.059	1.629	1.989	1.886	-0.104	0.035	-0.013
0.633	38.962	-0.118	-0.147	-0.122	0.050	1.118	0.905	-0.198	1.504	1.994	1.888	-0.110	0.034	-0.016
0.633	38.950	-0.116	-0.144	-0.104	0.025	1.101	0.962	-0.159	1.300	1.986	1.887	-0.118	0.035	-0.017
0.633	38.943	-0.114	-0.141	-0.087	-0.010	1.060	0.972	-0.038	1.156	1.999	1.883	-0.125	0.037	-0.013
0.634	38.962	-0.112	-0.139	-0.067	-0.041	0.995	0.910	-0.013	1.156	1.985	1.880	-0.129	0.036	-0.012
0.634	38.947	-0.112	-0.136	-0.050	-0.077	0.945	0.849	-0.074	1.302	1.985	1.884	-0.137	0.037	-0.012
0.634	38.947	-0.111	-0.136	-0.032	-0.112	0.957	0.814	-0.286	1.486	1.989	1.886	-0.145	0.039	-0.007
0.634	38.962	-0.114	-0.137	-0.017	-0.145	0.993	0.862	-0.493	1.663	1.991	1.887	-0.149	0.036	-0.004
0.634	38.950	-0.117	-0.138	-0.002	-0.174	1.077	0.947	-0.620	1.699	1.992	1.889	-0.155	0.038	0.001
0.635	38.925	-0.120	-0.141	0.009	-0.196	1.159	1.019	-0.596	1.567	1.994	1.887	-0.162	0.042	0.009
0.635	38.934	-0.125	-0.144	0.021	-0.215	1.198	1.058	-0.404	1.390	1.998	1.881	-0.163	0.043	0.008
0.635	38.943	-0.124	-0.148	0.025	-0.224	1.188	1.044	-0.185	1.272	1.991	1.883	-0.171	0.042	0.013
0.635	38.934	-0.126	-0.151	0.026	-0.226	1.107	1.006	-0.069	1.319	1.990	1.887	-0.169	0.044	0.014
0.635	38.928	-0.125	-0.157	0.025	-0.217	0.977	0.970	-0.083	1.554	2.000	1.884	-0.172	0.044	0.021
0.636	38.925	-0.127	-0.162	0.020	-0.200	0.839	0.961	-0.296	1.835	1.993	1.881	-0.177	0.045	0.024
0.636	38.937	-0.127	-0.167	0.011	-0.173	0.720	0.989	-0.535	2.011	1.996	1.882	-0.176	0.050	0.024
0.636	38.919	-0.127	-0.173	0.001	-0.141	0.681	1.035	-0.675	1.997	1.996	1.886	-0.173	0.048	0.026
0.636	38.934	-0.126	-0.182	-0.012	-0.101	0.722	1.055	-0.674	1.821	1.989	1.889	-0.176	0.051	0.029
0.636	38.916	-0.125	-0.188	-0.026	-0.057	0.769	1.048	-0.568	1.612	1.994	1.889	-0.175	0.049	0.022
0.637	38.919	-0.127	-0.195	-0.038	-0.008	0.840	1.033	-0.487	1.471	2.000	1.884	-0.175	0.049	0.025
0.637	38.925	-0.125	-0.203	-0.054	0.039	0.875	0.974	-0.502	1.459	2.000	1.892	-0.173	0.048	0.024
0.637	38.919	-0.127	-0.208	-0.067	0.086	0.846	0.972	-0.590	1.569	1.994	1.892	-0.172	0.047	0.016
0.637	38.904	-0.126	-0.212	-0.078	0.133	0.781	0.977	-0.707	1.694	1.990	1.886	-0.174	0.046	0.009
0.637	38.916	-0.126	-0.213	-0.087	0.175	0.665	0.985	-0.776	1.698	1.995	1.885	-0.172	0.042	0.006
0.638	38.895	-0.124	-0.212	-0.097	0.210	0.591	0.968	-0.726	1.597	1.996	1.884	-0.169	0.039	-0.004
0.638	38.898	-0.123	-0.211	-0.101	0.245	0.545	0.935	-0.609	1.462	1.990	1.887	-0.170	0.035	-0.010
0.638	38.901	-0.122	-0.207	-0.104	0.264	0.544	0.884	-0.452	1.396	1.994	1.885	-0.169	0.028	-0.019
0.638	38.889	-0.121	-0.202	-0.102	0.280	0.573	0.834	-0.396	1.482	1.992	1.886	-0.167	0.020	-0.028
0.638	38.873	-0.118	-0.198	-0.098	0.282	0.608	0.834	-0.458	1.671	1.993	1.878	-0.166	0.017	-0.035
0.639	38.885	-0.116	-0.192	-0.089	0.277	0.604	0.858	-0.584	1.853	2.001	1.883	-0.168	0.009	-0.043
0.639	38.895	-0.113	-0.188	-0.079	0.261	0.569	0.898	-0.732	1.876	1.987	1.888	-0.166	-0.001	-0.052
0.639	38.889	-0.110	-0.184	-0.068	0.241	0.513	0.931	-0.771	1.821	1.996	1.887	-0.167	-0.007	-0.057
0.639	38.885	-0.108	-0.179	-0.056	0.215	0.457	0.918	-0.643	1.682	1.991	1.883	-0.169	-0.015	-0.062
0.639	38.892	-0.105	-0.175	-0.041	0.185	0.429	0.889	-0.548	1.549	1.986	1.883	-0.166	-0.026	-0.068
0.640	38.879	-0.102	-0.171	-0.032	0.154	0.460	0.821	-0.494	1.511	1.994	1.882	-0.168	-0.033	-0.070
0.640	38.876	-0.104	-0.167	-0.022	0.124	0.530	0.769	-0.523	1.607	1.997	1.882	-0.168	-0.041	-0.073
0.640	38.898	-0.106	-0.163	-0.016	0.096	0.610	0.714	-0.652	1.819	1.998	1.894	-0.167	-0.049	-0.074
0.640	38.882	-0.108	-0.162	-0.010	0.070	0.682	0.688	-0.744	2.000	2.002	1.885	-0.162	-0.058	-0.075
0.640	38.876	-0.110	-0.159	-0.006	0.049	0.681	0.700	-0.871	2.057	1.997	1.877	-0.163	-0.065	-0.074
0.641	38.879	-0.106	-0.164	-0.005	0.032	0.653	0.711	-0.972	1.948	2.003	1.881	-0.162	-0.072	-0.075
0.641	38.901	-0.109	-0.167	-0.006	0.020	0.574	0.757	-0.937	1.784	1.994	1.888	-0.160	-0.078	-0.073
0.641	38.867	-0.103	-0.172	-0.010	0.016	0.548	0.779	-0.824	1.645	1.996	1.880	-0.157	-0.080	-0.069
0.641	38.870	-0.101	-0.177	-0.016	0.020	0.508	0.760	-0.752	1.535	2.002	1.881	-0.154	-0.083	-0.068
0.641	38.885	-0.097	-0.183	-0.024	0.032	0.547	0.737	-0.797	1.597	1.995	1.884	-0.151	-0.084	-0.066
0.642	38.889	-0.093	-0.186	-0.030	0.047	0.570	0.698	-0.936	1.777	1.993	1.888	-0.148	-0.086	-0.061
0.642	38.870	-0.092	-0.191	-0.037	0.072	0.599	0.668	-1.042	1.965	1.995	1.888	-0.144	-0.085	-0.059
0.642	38.852	-0.094	-0.196	-0.038	0.100	0.590	0.639	-1.123	2.048	2.002	1.884	-0.141	-0.083	-0.057
0.642	38.864	-0.096	-0.200	-0.040	0.130	0.577	0.638	-1.056	2.034	1.997	1.883	-0.134	-0.082	-0.051
0.642	38.873	-0.101	-0.204	-0.038	0.164	0.560	0.646	-0.890	1.962	2.000	1.888	-0.133	-0.080	-0.051
0.643	38.879	-0.104	-0.208	-0.034	0.200	0.571	0.681	-0.683	1.911	2.005	1.894	-0.127	-0.075	-0.044
0.643	38.858	-0.103	-0.211	-0.025	0.229	0.593	0.714	-0.512	1.922	1.998	1.886	-0.122	-0.071	-0.038
0.643	38.867	-0.099	-0.216	-0.014	0.257	0.653	0.753	-0.512	2.001	1.998	1.882	-0.118	-0.065	-0.035
0.643	38.858	-0.098	-0.220	0.000	0.279	0.723	0.775	-0.616	2.108	2.001	1.886	-0.114	-0.058	-0.028
0.643	38.895	-0.095	-0.224	0.016	0.296	0.764	0.819	-0.764	2.131	2.002	1.883	-0.109	-0.052	-0.022
0.644	38.879	-0.094	-0.227	0.035	0.311	0.763	0.849	-0.888	2.077	1.999	1.883	-0.108	-0.046	-0.014
0.644	38.858	-0.097	-0.230	0.054	0.318	0.710	0.877	-0.890	1.947	2.006	1.886	-0.102	-0.043	-0.007
0.644	38.873	-0.103	-0.230	0.075	0.319	0.635	0.892	-0.784	1.785	2.001	1.888	-0.100	-0.034	0.002
0.644	38.867	-0.107	-0.231	0.092	0.315	0.597	0.860	-0.695	1.682	2.001	1.883	-0.099	-0.025	0.007
0.644	38.843	-0.114	-0.231	0.114	0.306	0.608	0.851	-0.629	1.712	1.990	1.883	-0.094	-0.020	0.016
0.645	38.861	-0.117	-0.227	0.134	0.291	0.676	0.878	-0.703	1.855	1.990	1.890	-0.093	-0.015	0.026
0.645	38.849	-0.117	-0.228	0.150	0.272	0.773	0.934	-0.846	2.060	2.001	1.888	-0.092	-0.007	0.033
0.645	38.870	-0.115	-0.226	0.165	0.251	0.871	0.992	-0.980	2.218	2.001	1.889	-0.088	0.002	0.046
0.645	38.867	-0.110	-0.227	0.182	0.227	0.946	1.042	-1.025	2.210	1.999	1.883	-0.084	0.010	0.055
0.645	38.882	-0.107	-0.223	0.196	0.201	0.974	1.041	-0.906	2.077	2.001	1.882	-0.086	0.018	0.064
0.646	38.855	-0.108	-0.221	0.208	0.177	0.980	1.018	-0.725	1.868	1.998	1.882	-0.086	0.026	0.073
0.646	38.882	-0.111	-0.220	0.216	0.156	0.969	0.990	-0.550	1.695	1.990	1.886	-0.084	0.036	0.083
0.646	38.867	-0.114	-0.214	0.221	0.137	0.914	0.955	-0.495	1.641	1.996	1.892	-0.082	0.044	0.091
0.646	38.867	-0.116	-0.208	0.222	0.123	0.889	0.973	-0.591	1.731	1.997	1.886	-0.084	0.050	0.099
0.646	38.885	-0.121	-0.205	0.220	0.113	0.880	0.986	-0.695	1.906	2.006	1.887	-0.083	0.059	0.108
0.647	38.855	-0.120	-0.196	0.215	0.104	0.865	1.041	-0.744	2.023	1.992	1.880	-0.082	0.069	0.115
0.647	38.846	-0.116	-0.190	0.207	0.105	0.905	1.068	-0.690	2.033	1.998	1.888	-0.082	0.078	0.123
0.647	38.879	-0.112	-0.186	0.195	0.107	0.942	1.063	-0.523	1.930	1.997	1.883	-0.082	0.088	0.126
0.647	38.858	-0.108	-0.181	0.181	0.113	1.002	1.043	-0.330	1.825	1.996	1.891	-0.083	0.094	0.134
0.647	38.855	-0.106	-0.179	0.160	0.128	1.026	0.977	-0.165	1.832	1.999	1.897	-0.084	0.101	0.140
0.648	38.858	-0.108	-0.177	0.139	0.142	1.034	0.924	-0.131	1.920	2.000	1.900	-0.086	0.111	0.146
0.648	38.873	-0.112	-0.177	0.114	0.165	1.007	0.909	-0.262	2.082	1.993	1.895	-0.084	0.116	0.151
0.648	38.858	-0.115	-0.177	0.091	0.191	0.978	0.887	-0.465	2.169	1.988	1.893	-0.088	0.121	0.156
0.648	38.898	-0.120	-0.177	0.065	0.222	0.950	0.856	-0.644	2.201	1.993	1.889	-0.093	0.128	0.160
0.648	38.870	-0.120	-0.179	0.039	0.254	0.938	0.819	-0.690	2.024	2.001	1.895	-0.098	0.132	0.162
0.649	38.867	-0.117	-0.181	0.016	0.288	0.930	0.775	-0.557	1.821	1.993	1.899	-0.099	0.135	0.166
0.649	38.840	-0.112	-0.185	-0.009	0.321	0.955	0.767	-0.383	1.682	1.993	1.886	-0.106	0.136	0.169
0.649	38.849	-0.107	-0.186	-0.033	0.352	0.969	0.783	-0.267	1.669	1.988	1.886	-0.108	0.137	0.171
0.649	38.843	-0.099	-0.189	-0.053	0.379	0.994	0.792	-0.284	1.772	2.010	1.896	-0.112	0.137	0.173
0.649	38.864	-0.094	-0.190	-0.072	0.401	0.984	0.789	-0.385	1.980	1.996	1.887	-0.115	0.136	0.172
0.650	38.821	-0.092	-0.190	-0.088	0.419	0.942	0.776	-0.426	2.117	1.995	1.894	-0.123	0.134	0.170
0.650	38.852	-0.091	-0.190	-0.104	0.431	0.890	0.744	-0.373	2.161	1.989	1.897	-0.128	0.131	0.167
0.650	38.843	-0.095	-0.191	-0.119	0.440	0.849	0.722	-0.191	2.080	1.992	1.891	-0.134	0.126	0.166
0.650	38.818	-0.094	-0.188	-0.133	0.444	0.851	0.681	-0.016	1.913	1.997	1.893	-0.140	0.120	0.163
0.650	38.821	-0.097	-0.186	-0.145	0.444	0.864	0.664	0.100	1.805	2.000	1.899	-0.144	0.113	0.157
0.651	38.834	-0.094	-0.183	-0.153	0.439	0.866	0.644	0.159	1.806	1.990	1.890	-0.154	0.104	0.153
0.651	38.815	-0.091	-0.180	-0.162	0.432	0.887	0.631	0.133	1.900	1.989	1.890	-0.159	0.095	0.146
0.651	38.837	-0.084	-0.178	-0.166	0.419	0.850	0.631	0.085	1.992	2.003	1.898	-0.164	0.091	0.137
0.651	38.821	-0.078	-0.174	-0.167	0.402	0.799	0.660	0.048	1.969	1.996	1.902	-0.168	0.079	0.132
0.651	38.870	-0.072	-0.172	-0.165	0.385	0.738	0.666	0.085	1.890	1.998	1.901	-0.173	0.068	0.125
0.652	38.821	-0.071	-0.167	-0.161	0.363	0.645	0.648	0.238	1.773	1.996	1.902	-0.178	0.059	0.113
0.652	38.879	-0.070	-0.163	-0.153	0.343	0.578	0.610	0.351	1.680	1.993	1.900	-0.181	0.046	0.106
0.652	38.843	-0.072	-0.159	-0.144	0.323	0.540	0.603	0.397	1.720	1.989	1.896	-0.185	0.037	0.095
0.652	38.855	-0.074	-0.152	-0.133	0.309	0.524	0.593	0.352	1.860	2.000	1.898	-0.189	0.024	0.090
0.652	38.852	-0.075	-0.148	-0.119	0.294	0.530	0.596	0.169	1.966	1.987	1.898	-0.189	0.012	0.083
0.653	38.849	-0.073	-0.145	-0.104	0.288	0.528	0.596	0.028	1.969	1.989	1.895	-0.191	0.004	0.075
0.653	38.873	-0.073	-0.141	-0.090	0.282	0.514	0.598	0.005	1.856	1.997	1.900	-0.193	-0.005	0.065
0.653	38.882	-0.071	-0.138	-0.075	0.282	0.505	0.609	0.072	1.707	1.981	1.902	-0.188	-0.015	0.057
0.653	38.870	-0.067	-0.137	-0.059	0.284	0.518	0.642	0.244	1.589	1.986	1.901	-0.189	-0.023	0.052
0.653	38.879	-0.068	-0.138	-0.045	0.288	0.532	0.663	0.373	1.566	1.986	1.892	-0.187	-0.027	0.046
0.654	38.895	-0.071	-0.138	-0.032	0.293	0.549	0.668	0.443	1.633	1.980	1.898	-0.184	-0.039	0.042
0.654	38.879	-0.074	-0.140	-0.020	0.296	0.548	0.653	0.454	1.756	1.992	1.891	-0.179	-0.042	0.039
0.654	38.901	-0.077	-0.141	-0.009	0.299	0.540	0.623	0.473	1.879	1.980	1.889	-0.177	-0.046	0.036
0.654	38.925	-0.081	-0.140	0.001	0.298	0.523	0.603	0.492	1.900	1.980	1.900	-0.171	-0.051	0.032
0.654	38.916	-0.080	-0.143	0.010	0.296	0.517	0.560	0.490	1.867	1.989	1.902	-0.162	-0.052	0.033
0.655	38.889	-0.080	-0.143	0.016	0.291	0.525	0.563	0.522	1.774	1.988	1.896	-0.160	-0.060	0.034
0.655	38.904	-0.079	-0.145	0.020	0.286	0.523	0.542	0.622	1.699	1.984	1.900	-0.155	-0.063	0.036
0.655	38.913	-0.081	-0.146	0.024	0.279	0.525	0.551	0.693	1.644	1.994	1.899	-0.150	-0.063	0.037
0.655	38.922	-0.084	-0.149	0.024	0.270	0.531	0.528	0.708	1.660	1.983	1.900	-0.145	-0.065	0.040
0.655	38.931	-0.089	-0.149	0.025	0.258	0.508	0.509	0.608	1.707	1.979	1.902	-0.142	-0.067	0.042
0.656	38.950	-0.095	-0.149	0.022	0.244	0.504	0.489	0.507	1.756	1.969	1.903	-0.133	-0.068	0.042
0.656	38.922	-0.096	-0.150	0.021	0.225	0.516	0.472	0.464	1.724	1.986	1.902	-0.129	-0.070	0.049
0.656	38.943	-0.099	-0.151	0.019	0.207	0.540	0.462	0.498	1.633	1.979	1.897	-0.125	-0.069	0.052
0.656	38.943	-0.101	-0.150	0.019	0.181	0.558	0.475	0.609	1.481	1.978	1.893	-0.122	-0.066	0.053
0.656	38.934	-0.098	-0.149	0.020	0.154	0.616	0.505	0.764	1.437	1.984	1.899	-0.117	-0.067	0.058
0.657	38.947	-0.095	-0.150	0.024	0.124	0.637	0.512	0.857	1.479	1.987	1.900	-0.112	-0.063	0.063
0.657	38.953	-0.091	-0.146	0.030	0.096	0.657	0.530	0.835	1.613	1.987	1.906	-0.108	-0.061	0.060
0.657	38.943	-0.090	-0.147	0.035	0.063	0.667	0.493	0.727	1.777	1.984	1.903	-0.105	-0.055	0.066
0.657	38.959	-0.092	-0.146	0.041	0.034	0.680	0.475	0.660	1.830	1.977	1.896	-0.098	-0.053	0.066
0.657	38.934	-0.094	-0.146	0.049	0.009	0.717	0.456	0.657	1.769	1.977	1.898	-0.098	-0.044	0.073
0.658	38.937	-0.099	-0.148	0.052	-0.012	0.780	0.490	0.776	1.616	1.977	1.900	-0.093	-0.034	0.068
0.658	38.962	-0.104	-0.149	0.057	-0.029	0.814	0.568	0.914	1.438	1.986	1.902	-0.088	-0.027	0.070
0.658	38.971	-0.105	-0.149	0.058	-0.041	0.831	0.630	0.943	1.357	1.984	1.902	-0.085	-0.019	0.071
0.658	38.956	-0.103	-0.148	0.059	-0.048	0.811	0.656	1.007	1.433	1.979	1.906	-0.080	-0.010	0.069
0.658	38.959	-0.099	-0.146	0.057	-0.054	0.787	0.614	1.035	1.598	1.976	1.910	-0.074	0.002	0.070
0.659	38.943	-0.091	-0.144	0.056	-0.056	0.799	0.534	1.051	1.769	1.972	1.908	-0.069	0.011	0.070
0.659	38.974	-0.089	-0.141	0.055	-0.054	0.859	0.421	1.026	1.814	1.980	1.912	-0.065	0.021	0.069
0.659	38.977	-0.088	-0.136	0.055	-0.047	0.912	0.325	1.056	1.718	1.978	1.904	-0.060	0.033	0.069
0.659	38.971	-0.087	-0.129	0.055	-0.039	1.005	0.274	1.167	1.535	1.966	1.905	-0.055	0.044	0.068
0.659	38.965	-0.089	-0.121	0.055	-0.026	1.052	0.276	1.240	1.367	1.976	1.903	-0.055	0.053	0.067
0.660	38.974	-0.094	-0.114	0.054	-0.010	1.060	0.339	1.213	1.273	1.977	1.905	-0.050	0.062	0.067
0.660	38.977	-0.094	-0.105	0.052	0.007	1.054	0.391	1.127	1.333	1.977	1.908	-0.049	0.071	0.067
0.660	38.968	-0.098	-0.096	0.050	0.029	1.007	0.420	0.997	1.464	1.974	1.909	-0.047	0.079	0.066
0.660	38.980	-0.097	-0.086	0.050	0.047	0.950	0.396	0.883	1.565	1.981	1.906	-0.045	0.084	0.068
0.660	38.965	-0.095	-0.078	0.050	0.067	0.902	0.342	0.963	1.557	1.983	1.909	-0.046	0.089	0.065
0.661	38.995	-0.092	-0.070	0.051	0.084	0.897	0.298	1.114	1.481	1.976	1.899	-0.046	0.095	0.064
