Comment:	20231003 sppedbump
Time	Vehicle Speed	FL Sprung acceleration	FR Sprung acceleration	RL Sprung acceleration	RR Sprung acceleration	FL Unsprung acceleration	FR Unsprung acceleration	RL Unsprung acceleration	RR Unsprung acceleration	Bellow pressure RL	Bellow pressure RR	Acceleration X	Acceleration Y	Acceleration Z
3.284	37.738	0.046	-0.193	0.146	-0.191	1.179	0.260	0.985	0.585	2.013	1.705	-0.165	-0.120	-0.084
3.284	37.738	0.045	-0.186	0.143	-0.196	1.128	0.229	1.081	0.446	2.013	1.704	-0.170	-0.117	-0.078
3.284	37.759	0.042	-0.180	0.136	-0.199	1.077	0.186	1.183	0.223	2.020	1.706	-0.172	-0.109	-0.070
3.285	37.744	0.040	-0.173	0.133	-0.199	1.037	0.162	1.157	0.076	2.028	1.702	-0.179	-0.104	-0.064
3.285	37.759	0.037	-0.168	0.128	-0.196	1.043	0.141	1.035	0.179	2.029	1.706	-0.185	-0.099	-0.060
3.285	37.778	0.037	-0.164	0.122	-0.187	1.093	0.095	0.813	0.460	2.025	1.709	-0.192	-0.096	-0.055
3.285	37.796	0.036	-0.160	0.116	-0.178	1.169	0.090	0.642	0.688	2.024	1.712	-0.201	-0.094	-0.051
3.285	37.781	0.038	-0.158	0.109	-0.165	1.215	0.118	0.569	0.839	2.037	1.707	-0.207	-0.091	-0.044
3.286	37.808	0.038	-0.157	0.100	-0.151	1.253	0.157	0.597	0.852	2.030	1.712	-0.214	-0.091	-0.041
3.286	37.787	0.040	-0.160	0.089	-0.137	1.268	0.210	0.678	0.763	2.027	1.703	-0.223	-0.088	-0.038
3.286	37.814	0.038	-0.163	0.082	-0.119	1.229	0.194	0.775	0.631	2.027	1.710	-0.230	-0.086	-0.036
3.286	37.848	0.039	-0.168	0.072	-0.105	1.195	0.133	0.734	0.610	2.038	1.703	-0.234	-0.086	-0.033
3.286	37.823	0.041	-0.173	0.061	-0.089	1.139	0.028	0.594	0.718	2.029	1.704	-0.245	-0.083	-0.031
3.287	37.814	0.036	-0.179	0.049	-0.072	1.079	-0.048	0.378	0.930	2.029	1.702	-0.245	-0.080	-0.030
3.287	37.817	0.039	-0.184	0.040	-0.060	1.074	-0.104	0.166	1.141	2.042	1.700	-0.248	-0.082	-0.027
3.287	37.848	0.036	-0.192	0.030	-0.043	1.098	-0.119	0.056	1.262	2.030	1.708	-0.251	-0.077	-0.028
3.287	37.857	0.036	-0.197	0.020	-0.033	1.081	-0.040	0.108	1.248	2.027	1.706	-0.251	-0.075	-0.028
3.287	37.839	0.036	-0.202	0.012	-0.024	1.101	0.023	0.298	1.148	2.021	1.706	-0.252	-0.072	-0.030
3.288	37.848	0.036	-0.207	0.003	-0.017	1.071	0.075	0.477	0.955	2.034	1.709	-0.249	-0.068	-0.033
3.288	37.857	0.038	-0.208	-0.005	-0.013	1.029	0.043	0.460	0.865	2.034	1.708	-0.247	-0.061	-0.035
3.288	37.851	0.041	-0.210	-0.012	-0.014	0.954	0.005	0.323	0.910	2.031	1.714	-0.243	-0.060	-0.037
3.288	37.875	0.046	-0.208	-0.019	-0.019	0.892	-0.059	0.131	1.173	2.046	1.708	-0.239	-0.054	-0.042
3.288	37.839	0.052	-0.207	-0.028	-0.026	0.853	-0.066	-0.003	1.415	2.043	1.703	-0.234	-0.049	-0.041
3.289	37.854	0.057	-0.203	-0.034	-0.043	0.857	0.004	0.011	1.462	2.044	1.712	-0.225	-0.045	-0.043
3.289	37.869	0.061	-0.199	-0.043	-0.060	0.888	0.102	0.134	1.408	2.040	1.713	-0.221	-0.038	-0.049
3.289	37.869	0.062	-0.192	-0.050	-0.082	0.918	0.227	0.343	1.205	2.039	1.706	-0.215	-0.033	-0.053
3.289	37.878	0.064	-0.186	-0.059	-0.103	0.978	0.294	0.500	0.997	2.038	1.704	-0.207	-0.031	-0.057
3.289	37.888	0.064	-0.178	-0.066	-0.124	1.034	0.300	0.519	0.909	2.038	1.705	-0.201	-0.024	-0.061
3.290	37.881	0.064	-0.172	-0.074	-0.144	1.074	0.249	0.369	1.094	2.039	1.713	-0.196	-0.019	-0.064
3.290	37.878	0.066	-0.168	-0.082	-0.159	1.139	0.182	0.120	1.390	2.046	1.709	-0.191	-0.017	-0.069
3.290	37.912	0.068	-0.165	-0.089	-0.171	1.172	0.145	-0.078	1.620	2.046	1.706	-0.187	-0.016	-0.071
3.290	37.878	0.073	-0.161	-0.098	-0.179	1.180	0.159	-0.153	1.693	2.046	1.701	-0.185	-0.015	-0.074
3.290	37.881	0.078	-0.161	-0.106	-0.182	1.173	0.232	-0.084	1.601	2.044	1.702	-0.181	-0.016	-0.076
3.291	37.912	0.080	-0.160	-0.117	-0.177	1.141	0.294	0.066	1.378	2.041	1.706	-0.178	-0.018	-0.077
3.291	37.891	0.083	-0.160	-0.124	-0.169	1.092	0.331	0.167	1.169	2.051	1.696	-0.178	-0.020	-0.076
3.291	37.897	0.083	-0.162	-0.135	-0.151	1.054	0.329	0.163	1.099	2.053	1.702	-0.177	-0.024	-0.079
3.291	37.924	0.081	-0.163	-0.144	-0.129	1.006	0.271	0.009	1.259	2.054	1.699	-0.177	-0.029	-0.081
3.291	37.915	0.080	-0.167	-0.154	-0.101	0.994	0.209	-0.191	1.586	2.049	1.692	-0.178	-0.035	-0.080
3.292	37.891	0.077	-0.171	-0.163	-0.070	1.022	0.196	-0.332	1.834	2.045	1.695	-0.180	-0.045	-0.081
3.292	37.900	0.076	-0.176	-0.170	-0.036	1.050	0.230	-0.402	1.926	2.044	1.700	-0.182	-0.053	-0.081
3.292	37.909	0.074	-0.178	-0.176	-0.001	1.082	0.305	-0.311	1.811	2.054	1.696	-0.184	-0.060	-0.081
3.292	37.881	0.076	-0.184	-0.180	0.036	1.102	0.356	-0.141	1.593	2.052	1.692	-0.184	-0.070	-0.079
3.292	37.906	0.076	-0.187	-0.180	0.070	1.086	0.383	-0.033	1.380	2.056	1.704	-0.188	-0.080	-0.081
3.293	37.915	0.077	-0.190	-0.179	0.104	1.074	0.379	-0.089	1.294	2.053	1.704	-0.189	-0.087	-0.078
3.293	37.891	0.077	-0.192	-0.174	0.134	1.052	0.397	-0.262	1.422	2.051	1.704	-0.189	-0.097	-0.072
3.293	37.894	0.077	-0.195	-0.168	0.164	1.047	0.424	-0.471	1.751	2.051	1.700	-0.189	-0.104	-0.074
3.293	37.888	0.077	-0.198	-0.158	0.187	1.059	0.486	-0.614	1.998	2.066	1.695	-0.187	-0.111	-0.072
3.293	37.878	0.078	-0.200	-0.147	0.211	1.046	0.529	-0.632	2.047	2.070	1.705	-0.185	-0.118	-0.068
3.294	37.881	0.078	-0.199	-0.133	0.230	1.026	0.536	-0.517	1.892	2.063	1.702	-0.185	-0.119	-0.065
3.294	37.854	0.078	-0.197	-0.115	0.247	0.997	0.530	-0.388	1.660	2.058	1.699	-0.183	-0.124	-0.061
3.294	37.875	0.080	-0.195	-0.101	0.263	0.945	0.506	-0.330	1.451	2.062	1.696	-0.177	-0.123	-0.055
3.294	37.857	0.080	-0.187	-0.080	0.273	0.899	0.440	-0.379	1.425	2.064	1.703	-0.176	-0.120	-0.048
3.294	37.860	0.080	-0.180	-0.061	0.282	0.875	0.414	-0.511	1.614	2.068	1.701	-0.173	-0.118	-0.040
3.295	37.857	0.081	-0.172	-0.042	0.289	0.847	0.444	-0.689	1.935	2.067	1.704	-0.167	-0.112	-0.031
3.295	37.845	0.083	-0.164	-0.025	0.294	0.841	0.476	-0.808	2.144	2.059	1.700	-0.164	-0.104	-0.021
3.295	37.848	0.082	-0.155	-0.010	0.297	0.829	0.536	-0.845	2.215	2.058	1.701	-0.157	-0.098	-0.010
3.295	37.848	0.083	-0.151	0.003	0.295	0.848	0.549	-0.787	2.090	2.067	1.696	-0.152	-0.089	0.001
3.295	37.839	0.079	-0.147	0.015	0.296	0.896	0.509	-0.715	1.942	2.072	1.697	-0.148	-0.079	0.014
3.296	37.845	0.077	-0.145	0.021	0.295	0.878	0.428	-0.687	1.801	2.069	1.697	-0.145	-0.067	0.024
3.296	37.842	0.078	-0.140	0.025	0.290	0.865	0.341	-0.792	1.799	2.070	1.701	-0.140	-0.056	0.036
3.296	37.814	0.074	-0.139	0.028	0.286	0.816	0.278	-0.935	1.956	2.066	1.704	-0.138	-0.044	0.048
3.296	37.827	0.075	-0.135	0.029	0.282	0.759	0.239	-1.057	2.141	2.061	1.708	-0.135	-0.032	0.061
3.296	37.836	0.075	-0.130	0.027	0.272	0.712	0.276	-1.104	2.267	2.074	1.703	-0.132	-0.023	0.074
3.297	37.799	0.075	-0.126	0.025	0.267	0.710	0.336	-1.042	2.290	2.067	1.704	-0.133	-0.012	0.085
3.297	37.833	0.072	-0.118	0.021	0.259	0.677	0.347	-0.914	2.204	2.077	1.701	-0.132	-0.002	0.094
3.297	37.827	0.073	-0.112	0.015	0.253	0.680	0.318	-0.777	2.063	2.084	1.701	-0.135	0.005	0.104
3.297	37.814	0.069	-0.107	0.009	0.246	0.666	0.247	-0.750	1.949	2.077	1.698	-0.135	0.012	0.112
3.297	37.814	0.072	-0.102	0.002	0.242	0.644	0.157	-0.786	2.003	2.075	1.701	-0.138	0.017	0.118
3.298	37.808	0.071	-0.098	-0.002	0.237	0.647	0.087	-0.923	2.124	2.070	1.698	-0.141	0.023	0.128
3.298	37.799	0.075	-0.096	-0.007	0.235	0.667	0.060	-1.035	2.303	2.084	1.709	-0.144	0.026	0.135
3.298	37.799	0.078	-0.093	-0.009	0.233	0.714	0.084	-1.081	2.445	2.080	1.706	-0.148	0.028	0.139
3.298	37.790	0.081	-0.091	-0.010	0.232	0.767	0.153	-1.056	2.411	2.069	1.701	-0.154	0.031	0.140
3.298	37.787	0.086	-0.089	-0.008	0.233	0.798	0.207	-0.989	2.254	2.064	1.701	-0.159	0.032	0.143
3.299	37.814	0.090	-0.085	-0.007	0.234	0.786	0.217	-0.998	2.094	2.072	1.702	-0.162	0.035	0.144
3.299	37.814	0.093	-0.081	0.001	0.237	0.751	0.190	-1.007	1.983	2.075	1.702	-0.167	0.037	0.143
3.299	37.787	0.095	-0.076	0.007	0.240	0.690	0.157	-1.107	1.961	2.071	1.709	-0.173	0.039	0.140
3.299	37.799	0.096	-0.074	0.015	0.243	0.622	0.135	-1.211	2.129	2.075	1.705	-0.176	0.041	0.138
3.299	37.802	0.098	-0.070	0.022	0.248	0.606	0.169	-1.331	2.327	2.075	1.708	-0.182	0.041	0.133
3.300	37.799	0.099	-0.072	0.028	0.253	0.631	0.197	-1.401	2.482	2.075	1.706	-0.186	0.046	0.125
3.300	37.805	0.100	-0.073	0.036	0.261	0.660	0.196	-1.366	2.519	2.068	1.709	-0.190	0.048	0.119
3.300	37.793	0.106	-0.074	0.041	0.270	0.713	0.114	-1.320	2.449	2.082	1.706	-0.192	0.051	0.115
3.300	37.790	0.111	-0.075	0.046	0.279	0.706	0.007	-1.325	2.241	2.086	1.702	-0.192	0.055	0.105
3.300	37.799	0.117	-0.073	0.051	0.290	0.679	-0.084	-1.316	2.108	2.069	1.704	-0.193	0.060	0.094
3.301	37.790	0.122	-0.070	0.054	0.299	0.616	-0.122	-1.405	2.096	2.084	1.707	-0.194	0.064	0.086
3.301	37.781	0.125	-0.064	0.056	0.307	0.544	-0.106	-1.537	2.216	2.078	1.699	-0.193	0.068	0.072
3.301	37.784	0.130	-0.057	0.057	0.316	0.504	-0.017	-1.619	2.431	2.080	1.702	-0.193	0.075	0.059
3.301	37.787	0.130	-0.047	0.058	0.320	0.460	0.095	-1.706	2.589	2.068	1.696	-0.190	0.081	0.048
3.301	37.769	0.131	-0.038	0.054	0.324	0.456	0.191	-1.698	2.643	2.070	1.703	-0.188	0.085	0.036
3.302	37.766	0.131	-0.029	0.047	0.328	0.446	0.223	-1.561	2.538	2.078	1.700	-0.186	0.092	0.025
3.302	37.753	0.132	-0.022	0.039	0.324	0.447	0.171	-1.423	2.328	2.094	1.703	-0.183	0.096	0.015
3.302	37.708	0.133	-0.018	0.031	0.324	0.470	0.083	-1.304	2.171	2.094	1.709	-0.177	0.102	0.005
3.302	37.717	0.134	-0.012	0.021	0.316	0.458	0.002	-1.318	2.101	2.087	1.699	-0.175	0.108	-0.002
3.302	37.720	0.136	-0.009	0.011	0.310	0.457	0.012	-1.423	2.227	2.089	1.704	-0.170	0.109	-0.002
3.303	37.692	0.137	-0.004	0.002	0.300	0.487	0.076	-1.609	2.453	2.086	1.703	-0.167	0.116	-0.010
3.303	37.701	0.139	-0.001	-0.008	0.286	0.494	0.208	-1.763	2.606	2.089	1.705	-0.164	0.118	-0.014
3.303	37.692	0.142	0.001	-0.015	0.270	0.531	0.296	-1.722	2.671	2.089	1.705	-0.158	0.120	-0.012
3.303	37.677	0.146	0.005	-0.025	0.251	0.542	0.339	-1.564	2.574	2.081	1.710	-0.157	0.121	-0.013
3.303	37.677	0.148	0.008	-0.032	0.233	0.463	0.328	-1.384	2.325	2.094	1.708	-0.156	0.120	-0.008
3.304	37.650	0.150	0.008	-0.040	0.213	0.362	0.283	-1.239	2.118	2.079	1.700	-0.151	0.124	-0.002
3.304	37.662	0.151	0.008	-0.042	0.193	0.266	0.221	-1.222	2.071	2.087	1.709	-0.150	0.118	0.005
3.304	37.646	0.151	0.009	-0.048	0.173	0.262	0.182	-1.360	2.290	2.093	1.705	-0.150	0.115	0.012
3.304	37.656	0.149	0.006	-0.051	0.152	0.306	0.174	-1.539	2.557	2.081	1.707	-0.149	0.110	0.016
3.304	37.631	0.149	0.002	-0.055	0.131	0.340	0.202	-1.709	2.686	2.082	1.702	-0.149	0.105	0.023
3.305	37.640	0.148	-0.003	-0.061	0.115	0.363	0.252	-1.760	2.708	2.084	1.700	-0.147	0.097	0.029
3.305	37.646	0.147	-0.007	-0.064	0.100	0.350	0.275	-1.672	2.546	2.086	1.703	-0.149	0.090	0.035
3.305	37.631	0.147	-0.008	-0.066	0.085	0.350	0.239	-1.503	2.313	2.089	1.705	-0.150	0.080	0.040
3.305	37.634	0.146	-0.013	-0.069	0.069	0.330	0.197	-1.314	2.162	2.087	1.709	-0.151	0.073	0.045
3.305	37.631	0.148	-0.012	-0.070	0.057	0.271	0.186	-1.231	2.165	2.092	1.706	-0.153	0.065	0.045
3.306	37.619	0.145	-0.015	-0.072	0.047	0.167	0.208	-1.302	2.340	2.095	1.701	-0.154	0.055	0.050
3.306	37.613	0.144	-0.014	-0.074	0.039	0.093	0.252	-1.425	2.502	2.084	1.707	-0.156	0.045	0.051
3.306	37.628	0.141	-0.010	-0.076	0.033	0.093	0.339	-1.493	2.609	2.089	1.710	-0.156	0.037	0.047
3.306	37.613	0.139	-0.005	-0.080	0.030	0.190	0.395	-1.492	2.579	2.093	1.707	-0.158	0.030	0.051
3.306	37.640	0.135	-0.001	-0.082	0.030	0.313	0.384	-1.355	2.397	2.088	1.704	-0.157	0.021	0.043
3.307	37.628	0.135	0.007	-0.087	0.034	0.412	0.367	-1.166	2.149	2.083	1.709	-0.160	0.014	0.038
3.307	37.628	0.131	0.014	-0.094	0.042	0.383	0.355	-1.054	1.925	2.081	1.709	-0.163	0.011	0.034
3.307	37.628	0.128	0.025	-0.101	0.052	0.299	0.410	-1.069	1.844	2.094	1.708	-0.158	0.003	0.031
3.307	37.622	0.125	0.034	-0.110	0.067	0.197	0.500	-1.232	2.023	2.083	1.701	-0.157	-0.003	0.025
3.307	37.622	0.120	0.045	-0.119	0.081	0.111	0.587	-1.374	2.257	2.086	1.711	-0.157	-0.005	0.019
3.308	37.622	0.116	0.054	-0.127	0.099	0.112	0.621	-1.418	2.444	2.092	1.708	-0.158	-0.012	0.012
3.308	37.631	0.112	0.060	-0.140	0.114	0.186	0.580	-1.329	2.454	2.099	1.704	-0.155	-0.011	0.007
3.308	37.650	0.109	0.065	-0.146	0.131	0.303	0.502	-1.099	2.313	2.092	1.700	-0.153	-0.013	0.001
3.308	37.640	0.104	0.068	-0.153	0.146	0.431	0.422	-0.858	2.093	2.088	1.707	-0.151	-0.015	-0.005
3.308	37.671	0.100	0.066	-0.158	0.160	0.501	0.363	-0.676	1.915	2.089	1.703	-0.150	-0.016	-0.009
3.309	37.677	0.095	0.068	-0.160	0.174	0.496	0.391	-0.739	1.927	2.082	1.699	-0.148	-0.016	-0.015
3.309	37.698	0.088	0.066	-0.162	0.183	0.411	0.484	-0.937	2.126	2.077	1.709	-0.146	-0.021	-0.020
3.309	37.683	0.079	0.064	-0.158	0.196	0.291	0.611	-1.159	2.355	2.084	1.697	-0.145	-0.023	-0.024
3.309	37.698	0.074	0.060	-0.154	0.208	0.222	0.668	-1.274	2.476	2.086	1.711	-0.144	-0.024	-0.028
3.309	37.692	0.069	0.057	-0.150	0.220	0.217	0.625	-1.241	2.449	2.089	1.713	-0.141	-0.029	-0.032
3.310	37.695	0.064	0.053	-0.144	0.232	0.264	0.530	-1.088	2.280	2.085	1.705	-0.140	-0.030	-0.034
3.310	37.701	0.064	0.050	-0.137	0.245	0.342	0.432	-0.933	2.095	2.090	1.700	-0.138	-0.033	-0.037
3.310	37.711	0.065	0.043	-0.127	0.257	0.380	0.373	-0.820	2.046	2.100	1.704	-0.139	-0.037	-0.040
3.310	37.701	0.063	0.037	-0.117	0.267	0.320	0.368	-0.860	2.102	2.084	1.704	-0.138	-0.043	-0.043
3.310	37.723	0.060	0.030	-0.106	0.276	0.219	0.400	-0.980	2.235	2.079	1.709	-0.137	-0.044	-0.045
3.311	37.726	0.057	0.026	-0.098	0.282	0.118	0.441	-1.055	2.380	2.085	1.707	-0.138	-0.047	-0.051
3.311	37.729	0.052	0.017	-0.087	0.287	0.054	0.450	-1.065	2.484	2.095	1.703	-0.139	-0.051	-0.048
3.311	37.723	0.047	0.012	-0.079	0.293	0.077	0.434	-0.944	2.417	2.094	1.710	-0.140	-0.056	-0.050
3.311	37.723	0.042	0.005	-0.073	0.293	0.143	0.405	-0.687	2.262	2.075	1.709	-0.141	-0.057	-0.053
3.311	37.711	0.041	0.000	-0.066	0.293	0.256	0.383	-0.472	2.052	2.085	1.707	-0.142	-0.063	-0.052
3.312	37.735	0.040	-0.003	-0.063	0.291	0.330	0.374	-0.424	1.856	2.087	1.712	-0.144	-0.063	-0.057
3.312	37.741	0.044	-0.005	-0.062	0.291	0.334	0.368	-0.553	1.829	2.089	1.708	-0.146	-0.065	-0.054
3.312	37.729	0.048	-0.006	-0.060	0.284	0.262	0.371	-0.834	1.997	2.084	1.718	-0.146	-0.071	-0.052
3.312	37.823	0.048	-0.007	-0.058	0.279	0.161	0.334	-1.065	2.272	2.082	1.720	-0.149	-0.070	-0.056
3.312	37.720	0.049	-0.005	-0.055	0.268	0.076	0.278	-1.177	2.464	2.084	1.718	-0.153	-0.074	-0.058
3.313	37.732	0.047	-0.008	-0.056	0.257	0.047	0.192	-1.079	2.472	2.082	1.714	-0.154	-0.077	-0.057
3.313	37.726	0.043	-0.007	-0.049	0.246	0.050	0.119	-0.880	2.266	2.090	1.708	-0.158	-0.077	-0.058
3.313	37.726	0.041	-0.006	-0.042	0.234	0.072	0.069	-0.660	2.014	2.095	1.713	-0.162	-0.076	-0.058
3.313	37.726	0.039	-0.007	-0.031	0.221	0.097	0.066	-0.567	1.843	2.085	1.713	-0.164	-0.081	-0.059
3.313	37.726	0.042	-0.007	-0.019	0.208	0.105	0.049	-0.608	1.911	2.091	1.710	-0.166	-0.082	-0.059
3.314	37.714	0.048	-0.008	-0.007	0.195	0.122	0.025	-0.759	2.151	2.097	1.712	-0.173	-0.084	-0.064
3.314	37.729	0.054	-0.007	0.008	0.183	0.141	-0.021	-0.864	2.350	2.085	1.706	-0.173	-0.083	-0.068
3.314	37.735	0.061	-0.005	0.020	0.171	0.090	-0.097	-0.833	2.434	2.087	1.707	-0.173	-0.085	-0.072
3.314	37.726	0.063	-0.004	0.031	0.160	0.014	-0.151	-0.699	2.368	2.080	1.708	-0.178	-0.085	-0.075
3.314	37.741	0.064	0.000	0.040	0.149	-0.085	-0.195	-0.514	2.143	2.080	1.712	-0.180	-0.086	-0.078
3.315	37.735	0.061	0.003	0.049	0.138	-0.184	-0.206	-0.365	1.904	2.079	1.706	-0.183	-0.086	-0.082
3.315	37.738	0.057	0.006	0.056	0.128	-0.198	-0.160	-0.341	1.784	2.086	1.706	-0.186	-0.087	-0.084
3.315	37.732	0.054	0.009	0.060	0.118	-0.186	-0.088	-0.409	1.819	2.092	1.709	-0.189	-0.089	-0.090
3.315	37.729	0.058	0.012	0.066	0.110	-0.142	-0.024	-0.547	2.027	2.071	1.704	-0.190	-0.088	-0.095
3.315	37.726	0.064	0.013	0.068	0.100	-0.106	0.012	-0.591	2.251	2.085	1.704	-0.191	-0.089	-0.098
3.316	37.741	0.074	0.015	0.069	0.092	-0.068	-0.052	-0.496	2.404	2.078	1.708	-0.192	-0.091	-0.103
3.316	37.756	0.082	0.015	0.070	0.084	-0.023	-0.133	-0.254	2.407	2.086	1.705	-0.193	-0.090	-0.106
3.316	37.726	0.087	0.011	0.069	0.078	-0.015	-0.213	0.068	2.267	2.075	1.702	-0.193	-0.091	-0.109
3.316	37.753	0.090	0.011	0.069	0.069	0.008	-0.186	0.308	1.967	2.079	1.712	-0.193	-0.092	-0.114
3.316	37.741	0.087	0.006	0.067	0.063	0.041	-0.122	0.349	1.693	2.077	1.709	-0.194	-0.092	-0.118
3.317	37.741	0.083	0.002	0.062	0.053	0.109	-0.050	0.270	1.651	2.079	1.712	-0.192	-0.092	-0.124
3.317	37.729	0.080	-0.004	0.060	0.046	0.142	0.020	0.071	1.913	2.073	1.708	-0.195	-0.095	-0.128
3.317	37.747	0.080	-0.006	0.055	0.037	0.084	0.057	-0.146	2.218	2.071	1.709	-0.192	-0.093	-0.133
3.317	37.717	0.082	-0.010	0.053	0.025	-0.024	0.064	-0.210	2.403	2.079	1.722	-0.195	-0.092	-0.138
3.317	37.723	0.087	-0.015	0.049	0.015	-0.100	0.014	-0.194	2.407	2.076	1.721	-0.194	-0.095	-0.144
3.318	37.735	0.090	-0.018	0.045	0.001	-0.047	-0.016	-0.063	2.163	2.067	1.714	-0.194	-0.096	-0.146
3.318	37.711	0.094	-0.024	0.041	-0.014	0.090	-0.009	0.108	1.832	2.077	1.707	-0.196	-0.098	-0.152
3.318	37.717	0.093	-0.028	0.037	-0.027	0.221	0.052	0.195	1.658	2.066	1.712	-0.194	-0.102	-0.158
3.318	37.711	0.089	-0.036	0.033	-0.042	0.302	0.132	0.198	1.735	2.071	1.714	-0.195	-0.105	-0.162
3.318	37.698	0.083	-0.044	0.030	-0.054	0.317	0.165	0.119	1.993	2.066	1.711	-0.196	-0.109	-0.168
3.319	37.704	0.076	-0.050	0.026	-0.070	0.271	0.156	0.012	2.240	2.064	1.707	-0.196	-0.113	-0.173
3.319	37.698	0.072	-0.055	0.021	-0.083	0.209	0.058	0.009	2.400	2.058	1.707	-0.202	-0.118	-0.175
3.319	37.708	0.072	-0.058	0.015	-0.095	0.162	-0.022	0.056	2.388	2.074	1.705	-0.202	-0.124	-0.180
3.319	37.714	0.071	-0.059	0.005	-0.104	0.170	-0.043	0.158	2.158	2.072	1.705	-0.207	-0.127	-0.181
3.319	37.692	0.070	-0.058	-0.005	-0.111	0.237	0.037	0.298	1.799	2.073	1.705	-0.209	-0.133	-0.185
3.320	37.695	0.074	-0.057	-0.016	-0.117	0.359	0.198	0.373	1.604	2.061	1.700	-0.213	-0.138	-0.187
3.320	37.714	0.073	-0.055	-0.030	-0.120	0.493	0.348	0.357	1.593	2.058	1.703	-0.220	-0.146	-0.187
3.320	37.698	0.068	-0.053	-0.045	-0.122	0.583	0.401	0.263	1.753	2.056	1.701	-0.225	-0.152	-0.191
3.320	37.689	0.061	-0.052	-0.061	-0.123	0.578	0.365	0.134	1.974	2.063	1.701	-0.232	-0.158	-0.191
3.320	37.692	0.055	-0.052	-0.077	-0.123	0.486	0.287	0.058	2.094	2.069	1.710	-0.236	-0.160	-0.189
3.321	37.686	0.050	-0.050	-0.096	-0.122	0.356	0.198	0.073	2.028	2.057	1.708	-0.243	-0.170	-0.190
3.321	37.698	0.046	-0.053	-0.113	-0.120	0.339	0.160	0.255	1.844	2.065	1.704	-0.248	-0.172	-0.189
3.321	37.686	0.046	-0.054	-0.133	-0.118	0.482	0.199	0.513	1.632	2.066	1.708	-0.253	-0.178	-0.186
3.321	37.680	0.048	-0.058	-0.152	-0.120	0.679	0.282	0.700	1.491	2.062	1.712	-0.258	-0.183	-0.181
3.321	37.677	0.049	-0.061	-0.172	-0.118	0.802	0.374	0.747	1.511	2.069	1.710	-0.262	-0.185	-0.181
3.322	37.656	0.047	-0.064	-0.193	-0.124	0.813	0.403	0.693	1.639	2.066	1.708	-0.265	-0.187	-0.179
3.322	37.659	0.043	-0.067	-0.210	-0.125	0.778	0.365	0.548	1.917	2.073	1.716	-0.266	-0.190	-0.176
3.322	37.665	0.034	-0.070	-0.227	-0.128	0.750	0.302	0.490	2.074	2.061	1.708	-0.268	-0.190	-0.174
3.322	37.659	0.027	-0.073	-0.245	-0.132	0.765	0.252	0.516	2.031	2.058	1.713	-0.273	-0.187	-0.172
3.322	37.656	0.018	-0.077	-0.258	-0.138	0.778	0.281	0.662	1.821	2.052	1.718	-0.269	-0.192	-0.169
3.323	37.656	0.015	-0.082	-0.269	-0.147	0.759	0.363	0.847	1.538	2.050	1.707	-0.267	-0.192	-0.164
3.323	37.662	0.014	-0.089	-0.276	-0.160	0.752	0.458	1.045	1.371	2.053	1.703	-0.265	-0.193	-0.164
3.323	37.650	0.015	-0.097	-0.278	-0.176	0.769	0.506	1.132	1.401	2.040	1.710	-0.259	-0.190	-0.162
3.323	37.662	0.016	-0.100	-0.282	-0.196	0.833	0.484	1.066	1.553	2.060	1.701	-0.253	-0.188	-0.161
3.323	37.662	0.016	-0.108	-0.282	-0.217	0.941	0.420	0.928	1.751	2.050	1.706	-0.245	-0.187	-0.159
3.324	37.662	0.016	-0.110	-0.279	-0.239	1.032	0.364	0.862	1.825	2.063	1.709	-0.240	-0.185	-0.161
3.324	37.643	0.010	-0.113	-0.276	-0.262	1.064	0.327	0.967	1.732	2.058	1.708	-0.233	-0.180	-0.159
3.324	37.656	0.006	-0.115	-0.272	-0.284	1.067	0.348	1.185	1.571	2.057	1.699	-0.223	-0.181	-0.158
3.324	37.640	0.003	-0.117	-0.264	-0.306	0.989	0.419	1.408	1.399	2.046	1.711	-0.214	-0.178	-0.159
3.324	37.640	0.003	-0.117	-0.252	-0.324	0.883	0.485	1.572	1.322	2.064	1.707	-0.206	-0.173	-0.159
3.325	37.668	0.003	-0.115	-0.238	-0.344	0.791	0.502	1.590	1.373	2.063	1.715	-0.195	-0.169	-0.162
3.325	37.656	0.009	-0.111	-0.222	-0.364	0.780	0.480	1.501	1.443	2.042	1.711	-0.187	-0.168	-0.162
3.325	37.656	0.015	-0.106	-0.205	-0.383	0.880	0.423	1.407	1.535	2.043	1.710	-0.177	-0.162	-0.167
3.325	37.653	0.021	-0.101	-0.188	-0.397	1.071	0.348	1.325	1.575	2.050	1.711	-0.169	-0.161	-0.166
3.325	37.643	0.025	-0.094	-0.170	-0.415	1.283	0.313	1.322	1.517	2.052	1.711	-0.162	-0.160	-0.165
3.326	37.653	0.024	-0.087	-0.154	-0.427	1.379	0.305	1.481	1.422	2.046	1.718	-0.156	-0.152	-0.171
3.326	37.637	0.022	-0.078	-0.138	-0.440	1.362	0.352	1.637	1.351	2.053	1.716	-0.152	-0.150	-0.174
3.326	37.665	0.019	-0.074	-0.125	-0.444	1.252	0.361	1.693	1.306	2.049	1.707	-0.146	-0.147	-0.173
3.326	37.637	0.016	-0.068	-0.115	-0.444	1.064	0.301	1.628	1.378	2.043	1.711	-0.146	-0.146	-0.180
