Comment:	20231003 sppedbump
Time	Vehicle Speed	FL Sprung acceleration	FR Sprung acceleration	RL Sprung acceleration	RR Sprung acceleration	FL Unsprung acceleration	FR Unsprung acceleration	RL Unsprung acceleration	RR Unsprung acceleration	Bellow pressure RL	Bellow pressure RR	Acceleration X	Acceleration Y	Acceleration Z
0.211	41.122	0.080	0.079	0.033	0.102	1.001	0.681	0.423	0.932	1.911	1.827	-0.070	-0.014	-0.019
0.211	41.104	0.080	0.079	0.034	0.129	0.941	0.690	0.598	0.797	1.918	1.831	-0.071	-0.019	-0.017
0.211	41.101	0.082	0.077	0.036	0.153	0.892	0.681	0.707	0.716	1.922	1.831	-0.076	-0.023	-0.008
0.211	41.104	0.085	0.074	0.040	0.169	0.850	0.669	0.681	0.773	1.920	1.826	-0.073	-0.031	-0.006
0.212	41.110	0.093	0.073	0.044	0.183	0.864	0.613	0.521	0.910	1.918	1.827	-0.074	-0.036	0.002
0.212	41.092	0.098	0.072	0.047	0.191	0.868	0.567	0.293	1.070	1.923	1.839	-0.074	-0.042	0.009
0.212	41.110	0.103	0.072	0.049	0.197	0.901	0.510	0.157	1.164	1.925	1.840	-0.073	-0.049	0.016
0.212	41.104	0.106	0.072	0.051	0.198	0.893	0.494	0.181	1.127	1.913	1.827	-0.072	-0.056	0.026
0.212	41.098	0.106	0.070	0.053	0.199	0.895	0.494	0.389	1.005	1.926	1.835	-0.073	-0.060	0.033
0.213	41.092	0.105	0.071	0.053	0.194	0.896	0.520	0.650	0.865	1.922	1.828	-0.072	-0.063	0.041
0.213	41.101	0.104	0.069	0.053	0.192	0.923	0.521	0.779	0.799	1.923	1.837	-0.071	-0.066	0.052
0.213	41.104	0.103	0.070	0.052	0.189	0.958	0.520	0.784	0.821	1.925	1.833	-0.068	-0.070	0.061
0.213	41.092	0.103	0.068	0.051	0.184	0.999	0.454	0.635	1.007	1.928	1.836	-0.067	-0.072	0.068
0.213	41.107	0.104	0.066	0.049	0.184	1.025	0.352	0.457	1.224	1.934	1.841	-0.066	-0.072	0.081
0.214	41.098	0.105	0.061	0.048	0.186	1.013	0.245	0.299	1.310	1.922	1.844	-0.063	-0.073	0.087
0.214	41.083	0.106	0.056	0.047	0.185	1.015	0.167	0.284	1.249	1.927	1.843	-0.059	-0.072	0.097
0.214	41.095	0.109	0.052	0.046	0.188	0.994	0.150	0.379	1.091	1.933	1.840	-0.059	-0.071	0.104
0.214	41.095	0.109	0.049	0.047	0.192	0.998	0.155	0.520	0.930	1.933	1.843	-0.057	-0.065	0.113
0.214	41.095	0.103	0.047	0.054	0.193	0.990	0.179	0.617	0.825	1.927	1.847	-0.052	-0.064	0.120
0.215	41.104	0.099	0.045	0.055	0.198	1.043	0.156	0.571	0.853	1.928	1.840	-0.051	-0.057	0.127
0.215	41.080	0.094	0.046	0.059	0.203	1.089	0.121	0.487	0.987	1.926	1.839	-0.053	-0.053	0.135
0.215	41.071	0.090	0.044	0.063	0.205	1.184	0.052	0.373	1.086	1.932	1.846	-0.047	-0.046	0.144
0.215	41.092	0.085	0.046	0.068	0.209	1.275	0.015	0.305	1.132	1.926	1.849	-0.048	-0.039	0.146
0.215	41.092	0.084	0.044	0.073	0.213	1.333	-0.023	0.340	1.074	1.935	1.852	-0.047	-0.032	0.153
0.216	41.098	0.085	0.042	0.075	0.216	1.354	-0.033	0.451	0.938	1.932	1.847	-0.047	-0.029	0.159
0.216	41.095	0.083	0.037	0.081	0.218	1.307	-0.001	0.537	0.803	1.940	1.847	-0.046	-0.017	0.164
0.216	41.080	0.082	0.034	0.085	0.221	1.274	0.026	0.602	0.778	1.939	1.846	-0.051	-0.010	0.165
0.216	41.071	0.083	0.027	0.088	0.224	1.231	0.051	0.555	0.845	1.935	1.854	-0.054	-0.003	0.172
0.216	41.098	0.078	0.023	0.091	0.227	1.234	0.043	0.451	0.958	1.937	1.851	-0.058	0.005	0.180
0.217	41.119	0.075	0.016	0.091	0.230	1.264	0.034	0.338	1.065	1.931	1.848	-0.061	0.012	0.183
0.217	41.101	0.074	0.011	0.089	0.231	1.340	0.012	0.265	1.102	1.937	1.851	-0.066	0.021	0.191
0.217	41.107	0.072	0.005	0.088	0.235	1.406	0.023	0.249	1.072	1.940	1.851	-0.072	0.026	0.193
0.217	41.104	0.073	-0.000	0.084	0.238	1.457	0.062	0.222	0.965	1.925	1.853	-0.077	0.033	0.199
0.217	41.116	0.072	-0.005	0.077	0.242	1.446	0.122	0.234	0.894	1.935	1.855	-0.088	0.041	0.203
0.218	41.110	0.068	-0.010	0.071	0.243	1.385	0.160	0.253	0.886	1.939	1.859	-0.090	0.049	0.206
0.218	41.098	0.067	-0.013	0.065	0.245	1.328	0.153	0.215	0.959	1.937	1.848	-0.092	0.052	0.211
0.218	41.098	0.060	-0.021	0.057	0.250	1.286	0.061	0.170	1.083	1.939	1.853	-0.102	0.060	0.216
0.218	41.116	0.051	-0.025	0.049	0.253	1.266	-0.028	0.191	1.165	1.939	1.855	-0.110	0.066	0.219
0.218	41.101	0.048	-0.033	0.043	0.258	1.326	-0.109	0.233	1.128	1.937	1.860	-0.112	0.070	0.225
0.219	41.107	0.040	-0.039	0.038	0.263	1.354	-0.144	0.357	1.048	1.931	1.852	-0.116	0.083	0.225
0.219	41.098	0.038	-0.046	0.036	0.269	1.381	-0.069	0.470	0.953	1.941	1.852	-0.122	0.083	0.227
0.219	41.092	0.040	-0.056	0.033	0.276	1.371	0.004	0.476	0.932	1.938	1.860	-0.126	0.089	0.233
0.219	41.110	0.043	-0.060	0.032	0.281	1.319	0.090	0.460	1.016	1.937	1.867	-0.129	0.093	0.236
0.219	41.086	0.049	-0.067	0.033	0.287	1.307	0.117	0.383	1.149	1.929	1.865	-0.133	0.098	0.242
0.220	41.095	0.049	-0.069	0.038	0.293	1.298	0.108	0.328	1.261	1.947	1.857	-0.134	0.101	0.244
0.220	41.101	0.047	-0.071	0.042	0.302	1.368	0.039	0.324	1.330	1.939	1.861	-0.138	0.105	0.244
0.220	41.107	0.042	-0.068	0.047	0.309	1.434	-0.007	0.340	1.305	1.948	1.865	-0.138	0.107	0.247
0.220	41.113	0.034	-0.066	0.053	0.319	1.520	-0.025	0.301	1.200	1.947	1.870	-0.138	0.108	0.249
0.220	41.122	0.025	-0.061	0.056	0.329	1.539	-0.002	0.201	1.079	1.947	1.863	-0.137	0.112	0.247
0.221	41.101	0.016	-0.055	0.063	0.340	1.514	0.036	0.131	0.920	1.958	1.863	-0.138	0.110	0.247
0.221	41.089	0.011	-0.049	0.068	0.349	1.459	0.069	0.154	0.883	1.954	1.872	-0.139	0.110	0.245
0.221	41.104	0.011	-0.043	0.074	0.356	1.381	0.068	0.226	0.897	1.954	1.868	-0.137	0.109	0.245
0.221	41.095	0.015	-0.035	0.079	0.371	1.353	0.045	0.298	0.926	1.955	1.866	-0.137	0.105	0.242
0.221	41.098	0.020	-0.036	0.083	0.379	1.379	0.003	0.359	0.978	1.948	1.867	-0.134	0.102	0.241
0.222	41.116	0.024	-0.036	0.087	0.387	1.454	0.008	0.385	1.034	1.956	1.861	-0.135	0.098	0.237
0.222	41.113	0.024	-0.038	0.092	0.391	1.545	0.036	0.354	1.029	1.954	1.873	-0.135	0.094	0.233
0.222	41.116	0.020	-0.042	0.095	0.396	1.604	0.095	0.326	1.055	1.957	1.876	-0.133	0.086	0.227
0.222	41.119	0.013	-0.048	0.095	0.396	1.625	0.128	0.310	1.088	1.944	1.873	-0.134	0.078	0.221
0.222	41.110	0.007	-0.055	0.093	0.397	1.612	0.140	0.401	1.127	1.948	1.871	-0.137	0.072	0.218
0.223	41.119	0.000	-0.063	0.090	0.394	1.583	0.160	0.441	1.204	1.960	1.870	-0.136	0.063	0.213
0.223	41.119	-0.003	-0.067	0.082	0.393	1.544	0.153	0.441	1.266	1.954	1.880	-0.132	0.054	0.208
0.223	41.125	-0.001	-0.072	0.072	0.388	1.518	0.080	0.364	1.336	1.957	1.875	-0.129	0.044	0.205
0.223	41.122	0.005	-0.078	0.061	0.382	1.526	0.033	0.256	1.309	1.971	1.883	-0.128	0.036	0.204
0.223	41.122	0.012	-0.083	0.050	0.380	1.466	0.012	0.174	1.211	1.957	1.885	-0.125	0.026	0.201
0.224	41.116	0.016	-0.087	0.034	0.376	1.406	0.032	0.186	1.087	1.957	1.883	-0.122	0.017	0.201
0.224	41.129	0.017	-0.092	0.016	0.373	1.338	0.047	0.282	0.992	1.966	1.881	-0.118	0.009	0.208
0.224	41.141	0.014	-0.095	0.002	0.370	1.273	0.037	0.393	0.985	1.960	1.881	-0.113	0.001	0.213
0.224	41.150	0.012	-0.097	-0.012	0.371	1.222	0.021	0.478	1.075	1.955	1.873	-0.106	-0.005	0.216
0.224	41.125	0.007	-0.098	-0.027	0.373	1.193	-0.051	0.422	1.221	1.961	1.875	-0.101	-0.012	0.227
0.225	41.141	0.007	-0.097	-0.041	0.375	1.178	-0.111	0.310	1.372	1.974	1.882	-0.095	-0.020	0.237
0.225	41.125	0.006	-0.094	-0.054	0.379	1.191	-0.142	0.231	1.435	1.972	1.883	-0.087	-0.024	0.248
0.225	41.138	0.009	-0.092	-0.067	0.386	1.185	-0.129	0.278	1.387	1.967	1.890	-0.081	-0.025	0.260
0.225	41.125	0.012	-0.090	-0.076	0.393	1.208	-0.088	0.424	1.259	1.968	1.886	-0.076	-0.027	0.272
0.225	41.138	0.011	-0.089	-0.080	0.404	1.243	-0.074	0.591	1.122	1.976	1.885	-0.067	-0.030	0.287
0.226	41.159	0.002	-0.089	-0.088	0.415	1.271	-0.072	0.634	1.081	1.972	1.889	-0.062	-0.029	0.301
0.226	41.122	-0.006	-0.091	-0.091	0.429	1.274	-0.134	0.551	1.132	1.977	1.885	-0.059	-0.031	0.314
0.226	41.144	-0.016	-0.097	-0.092	0.444	1.278	-0.187	0.355	1.289	1.982	1.889	-0.050	-0.029	0.326
0.226	41.138	-0.026	-0.101	-0.089	0.459	1.215	-0.227	0.121	1.375	1.974	1.885	-0.044	-0.028	0.336
0.226	41.138	-0.030	-0.107	-0.082	0.475	1.143	-0.260	0.031	1.350	1.975	1.894	-0.040	-0.026	0.348
0.227	41.135	-0.033	-0.115	-0.071	0.488	1.124	-0.239	0.112	1.188	1.981	1.889	-0.036	-0.023	0.354
0.227	41.144	-0.027	-0.124	-0.057	0.502	1.089	-0.197	0.329	0.982	1.983	1.896	-0.035	-0.019	0.360
0.227	41.138	-0.026	-0.131	-0.040	0.511	1.103	-0.169	0.511	0.819	1.978	1.890	-0.033	-0.016	0.363
0.227	41.135	-0.020	-0.138	-0.020	0.516	1.208	-0.160	0.599	0.871	1.979	1.897	-0.032	-0.012	0.362
0.227	41.147	-0.020	-0.143	0.001	0.520	1.289	-0.208	0.522	1.071	1.977	1.901	-0.032	-0.008	0.359
0.228	41.159	-0.025	-0.147	0.026	0.522	1.389	-0.291	0.296	1.295	1.980	1.890	-0.036	-0.002	0.357
0.228	41.156	-0.035	-0.146	0.052	0.520	1.396	-0.325	0.110	1.387	1.983	1.894	-0.035	0.002	0.349
0.228	41.183	-0.041	-0.146	0.077	0.515	1.354	-0.313	0.106	1.366	1.984	1.885	-0.039	0.006	0.341
0.228	41.165	-0.050	-0.145	0.103	0.509	1.237	-0.283	0.324	1.222	1.984	1.894	-0.041	0.012	0.331
0.228	41.162	-0.054	-0.145	0.128	0.500	1.112	-0.217	0.583	1.057	1.996	1.898	-0.045	0.013	0.321
0.229	41.171	-0.048	-0.145	0.151	0.490	1.107	-0.184	0.749	1.002	1.985	1.902	-0.046	0.018	0.309
0.229	41.180	-0.047	-0.146	0.172	0.477	1.143	-0.193	0.742	1.065	1.985	1.898	-0.049	0.024	0.295
0.229	41.180	-0.042	-0.144	0.191	0.461	1.263	-0.198	0.592	1.167	1.993	1.893	-0.049	0.026	0.284
0.229	41.190	-0.039	-0.144	0.207	0.448	1.321	-0.238	0.438	1.285	1.987	1.894	-0.052	0.032	0.268
0.229	41.190	-0.041	-0.143	0.220	0.432	1.351	-0.231	0.373	1.298	1.990	1.897	-0.055	0.036	0.256
0.230	41.205	-0.047	-0.141	0.235	0.420	1.335	-0.218	0.398	1.221	1.982	1.902	-0.055	0.038	0.242
0.230	41.165	-0.053	-0.140	0.238	0.408	1.296	-0.211	0.473	1.108	1.982	1.898	-0.056	0.040	0.231
0.230	41.177	-0.064	-0.141	0.242	0.398	1.266	-0.193	0.544	1.032	1.982	1.910	-0.059	0.043	0.221
0.230	41.183	-0.068	-0.140	0.245	0.391	1.272	-0.193	0.517	1.031	1.987	1.903	-0.054	0.045	0.212
0.230	41.190	-0.070	-0.135	0.244	0.387	1.318	-0.170	0.411	1.117	1.981	1.901	-0.057	0.046	0.203
0.231	41.211	-0.070	-0.136	0.241	0.387	1.383	-0.165	0.254	1.181	1.984	1.897	-0.056	0.048	0.195
0.231	41.187	-0.071	-0.135	0.233	0.389	1.430	-0.128	0.167	1.180	1.987	1.902	-0.055	0.047	0.189
0.231	41.183	-0.070	-0.139	0.227	0.393	1.440	-0.092	0.184	1.140	1.980	1.910	-0.052	0.049	0.184
0.231	41.187	-0.073	-0.142	0.217	0.399	1.394	-0.036	0.291	1.077	1.989	1.902	-0.051	0.046	0.176
0.231	41.202	-0.077	-0.144	0.206	0.404	1.355	0.027	0.336	1.011	1.994	1.906	-0.050	0.044	0.175
0.232	41.196	-0.083	-0.147	0.196	0.411	1.350	0.069	0.367	1.032	2.001	1.901	-0.048	0.042	0.174
0.232	41.202	-0.090	-0.151	0.184	0.417	1.394	0.114	0.319	1.127	1.999	1.901	-0.046	0.041	0.168
0.232	41.187	-0.092	-0.154	0.176	0.423	1.470	0.106	0.292	1.262	1.993	1.913	-0.047	0.037	0.168
0.232	41.205	-0.094	-0.157	0.167	0.424	1.527	0.081	0.310	1.322	1.993	1.911	-0.045	0.034	0.169
0.232	41.177	-0.092	-0.159	0.158	0.420	1.550	0.073	0.388	1.286	1.988	1.909	-0.042	0.029	0.168
0.233	41.187	-0.092	-0.159	0.150	0.418	1.510	0.092	0.518	1.292	1.981	1.914	-0.040	0.026	0.167
0.233	41.190	-0.093	-0.159	0.147	0.410	1.426	0.133	0.687	1.264	1.990	1.901	-0.039	0.022	0.170
0.233	41.168	-0.094	-0.159	0.145	0.401	1.383	0.198	0.767	1.307	1.990	1.907	-0.038	0.017	0.171
0.233	41.199	-0.098	-0.157	0.141	0.387	1.401	0.243	0.725	1.396	1.987	1.915	-0.036	0.012	0.173
0.233	41.180	-0.100	-0.159	0.140	0.369	1.468	0.278	0.646	1.479	1.987	1.906	-0.037	0.007	0.177
0.234	41.205	-0.100	-0.162	0.140	0.350	1.569	0.282	0.529	1.440	1.992	1.905	-0.035	0.004	0.180
0.234	41.208	-0.099	-0.160	0.141	0.328	1.629	0.301	0.501	1.317	1.990	1.909	-0.032	-0.000	0.184
0.234	41.205	-0.093	-0.160	0.143	0.303	1.651	0.282	0.520	1.145	1.991	1.907	-0.031	-0.005	0.189
0.234	41.171	-0.086	-0.159	0.146	0.279	1.609	0.278	0.601	1.079	1.995	1.909	-0.028	-0.009	0.193
0.234	41.183	-0.079	-0.159	0.147	0.255	1.527	0.290	0.594	1.065	1.981	1.907	-0.023	-0.013	0.201
0.235	41.208	-0.071	-0.160	0.146	0.234	1.446	0.313	0.488	1.099	1.988	1.912	-0.026	-0.019	0.206
0.235	41.211	-0.068	-0.161	0.146	0.212	1.398	0.354	0.366	1.148	1.997	1.909	-0.024	-0.022	0.212
0.235	41.199	-0.069	-0.162	0.145	0.195	1.410	0.400	0.284	1.191	1.988	1.911	-0.024	-0.026	0.219
0.235	41.199	-0.072	-0.162	0.142	0.182	1.433	0.431	0.291	1.166	1.986	1.910	-0.022	-0.027	0.223
0.235	41.196	-0.074	-0.163	0.137	0.171	1.489	0.421	0.337	1.070	1.991	1.906	-0.021	-0.033	0.230
0.236	41.183	-0.078	-0.163	0.132	0.167	1.510	0.372	0.410	1.056	1.991	1.915	-0.019	-0.035	0.232
0.236	41.202	-0.078	-0.162	0.123	0.167	1.495	0.319	0.486	1.127	1.988	1.909	-0.019	-0.036	0.238
0.236	41.190	-0.077	-0.159	0.116	0.173	1.447	0.291	0.553	1.231	1.991	1.911	-0.017	-0.042	0.241
0.236	41.208	-0.074	-0.154	0.109	0.182	1.383	0.264	0.567	1.347	1.989	1.916	-0.016	-0.041	0.241
0.236	41.202	-0.070	-0.148	0.103	0.192	1.294	0.262	0.578	1.396	1.986	1.911	-0.015	-0.041	0.238
0.237	41.214	-0.067	-0.140	0.099	0.206	1.198	0.239	0.597	1.347	1.991	1.911	-0.016	-0.043	0.238
0.237	41.232	-0.066	-0.129	0.095	0.220	1.119	0.191	0.640	1.265	1.999	1.913	-0.015	-0.044	0.236
0.237	41.193	-0.069	-0.120	0.097	0.236	1.089	0.118	0.639	1.198	1.995	1.917	-0.016	-0.041	0.235
0.237	41.196	-0.075	-0.109	0.098	0.251	1.104	0.048	0.615	1.193	1.994	1.914	-0.016	-0.044	0.233
0.237	41.211	-0.082	-0.101	0.107	0.264	1.141	0.028	0.558	1.297	1.993	1.914	-0.014	-0.043	0.224
0.238	41.187	-0.084	-0.094	0.114	0.276	1.180	0.070	0.470	1.329	1.991	1.912	-0.019	-0.043	0.219
0.238	41.193	-0.087	-0.089	0.126	0.285	1.190	0.166	0.435	1.293	1.986	1.912	-0.019	-0.039	0.213
0.238	41.196	-0.088	-0.081	0.137	0.287	1.181	0.298	0.473	1.190	1.994	1.918	-0.015	-0.038	0.207
0.238	41.196	-0.082	-0.078	0.150	0.289	1.186	0.362	0.486	1.076	1.991	1.909	-0.015	-0.037	0.203
0.238	41.199	-0.081	-0.076	0.164	0.287	1.148	0.366	0.516	1.019	1.989	1.919	-0.014	-0.031	0.196
0.239	41.183	-0.079	-0.074	0.177	0.277	1.130	0.350	0.449	1.028	1.997	1.915	-0.015	-0.034	0.189
0.239	41.196	-0.082	-0.078	0.189	0.266	1.083	0.256	0.364	1.190	1.988	1.917	-0.013	-0.025	0.181
0.239	41.199	-0.087	-0.073	0.199	0.248	1.013	0.203	0.281	1.311	1.996	1.919	-0.011	-0.021	0.177
0.239	41.165	-0.093	-0.072	0.208	0.233	0.957	0.181	0.225	1.399	1.999	1.915	-0.010	-0.012	0.172
0.239	41.183	-0.099	-0.066	0.213	0.216	0.926	0.220	0.266	1.408	1.997	1.914	-0.009	-0.010	0.165
0.240	41.174	-0.104	-0.066	0.214	0.198	0.948	0.263	0.328	1.346	1.999	1.916	-0.009	-0.003	0.163
0.240	41.168	-0.108	-0.065	0.212	0.184	1.008	0.290	0.415	1.272	1.995	1.913	-0.007	0.002	0.158
0.240	41.168	-0.108	-0.066	0.208	0.172	1.059	0.271	0.498	1.260	1.994	1.909	-0.004	0.009	0.154
0.240	41.150	-0.106	-0.068	0.200	0.164	1.090	0.225	0.531	1.340	2.012	1.918	-0.003	0.016	0.151
0.240	41.156	-0.106	-0.072	0.193	0.159	1.079	0.180	0.512	1.472	1.998	1.920	-0.003	0.024	0.143
0.241	41.156	-0.106	-0.074	0.186	0.158	1.018	0.148	0.451	1.596	2.004	1.923	-0.001	0.029	0.140
0.241	41.144	-0.113	-0.077	0.176	0.161	0.926	0.138	0.354	1.595	1.994	1.909	0.003	0.036	0.134
0.241	41.138	-0.115	-0.080	0.168	0.167	0.872	0.178	0.349	1.479	1.999	1.918	0.001	0.041	0.131
0.241	41.138	-0.126	-0.084	0.161	0.174	0.901	0.272	0.387	1.285	1.999	1.920	0.005	0.047	0.128
0.241	41.132	-0.134	-0.080	0.155	0.183	0.972	0.374	0.390	1.163	1.998	1.923	0.005	0.055	0.122
0.242	41.132	-0.139	-0.078	0.152	0.193	1.090	0.415	0.427	1.128	1.995	1.918	0.007	0.060	0.120
0.242	41.119	-0.142	-0.077	0.153	0.204	1.174	0.397	0.425	1.201	2.003	1.918	0.007	0.065	0.118
0.242	41.132	-0.144	-0.074	0.155	0.213	1.169	0.404	0.414	1.297	2.001	1.915	0.007	0.069	0.115
0.242	41.132	-0.144	-0.067	0.157	0.223	1.127	0.387	0.395	1.330	2.006	1.910	0.007	0.072	0.112
0.242	41.135	-0.143	-0.061	0.162	0.230	1.046	0.401	0.421	1.312	2.001	1.923	0.008	0.075	0.114
0.243	41.098	-0.144	-0.055	0.169	0.239	0.975	0.463	0.451	1.209	1.997	1.915	0.008	0.077	0.113
0.243	41.132	-0.146	-0.051	0.177	0.248	0.979	0.569	0.478	1.093	2.000	1.922	0.007	0.079	0.115
0.243	41.104	-0.150	-0.049	0.189	0.253	0.981	0.705	0.463	1.030	2.006	1.924	0.006	0.078	0.116
0.243	41.107	-0.151	-0.049	0.198	0.261	1.007	0.810	0.428	1.030	2.006	1.917	0.007	0.077	0.121
0.243	41.110	-0.153	-0.049	0.210	0.269	0.977	0.866	0.376	1.074	2.001	1.920	0.007	0.076	0.122
0.244	41.101	-0.153	-0.052	0.216	0.270	0.934	0.828	0.301	1.114	2.002	1.916	0.005	0.075	0.127
0.244	41.098	-0.149	-0.054	0.229	0.272	0.875	0.753	0.238	1.102	2.014	1.920	0.008	0.071	0.129
0.244	41.116	-0.144	-0.059	0.237	0.277	0.863	0.663	0.216	1.082	2.015	1.926	0.007	0.070	0.133
0.244	41.116	-0.139	-0.062	0.244	0.276	0.887	0.614	0.272	1.034	2.002	1.927	0.006	0.068	0.139
0.244	41.116	-0.136	-0.063	0.253	0.274	0.923	0.645	0.338	1.034	2.007	1.919	0.008	0.065	0.143
0.245	41.101	-0.135	-0.064	0.257	0.274	0.967	0.716	0.364	1.107	2.001	1.920	0.010	0.061	0.146
0.245	41.113	-0.134	-0.062	0.262	0.271	0.987	0.787	0.331	1.183	2.011	1.919	0.010	0.059	0.148
0.245	41.113	-0.130	-0.060	0.266	0.266	0.982	0.843	0.329	1.232	2.004	1.926	0.012	0.057	0.149
0.245	41.098	-0.128	-0.061	0.265	0.260	0.930	0.865	0.293	1.254	2.011	1.915	0.012	0.053	0.152
0.245	41.101	-0.122	-0.057	0.266	0.254	0.868	0.854	0.278	1.272	2.008	1.925	0.014	0.050	0.152
0.246	41.089	-0.118	-0.057	0.263	0.246	0.796	0.819	0.256	1.288	2.014	1.924	0.013	0.046	0.152
0.246	41.107	-0.107	-0.055	0.262	0.238	0.767	0.751	0.215	1.340	2.002	1.914	0.014	0.045	0.153
0.246	41.116	-0.100	-0.052	0.264	0.231	0.768	0.702	0.184	1.399	2.007	1.922	0.014	0.043	0.150
0.246	41.104	-0.093	-0.050	0.264	0.224	0.829	0.684	0.126	1.387	2.009	1.926	0.012	0.041	0.146
0.246	41.089	-0.089	-0.049	0.265	0.217	0.896	0.677	0.084	1.270	2.008	1.922	0.014	0.039	0.139
0.247	41.116	-0.082	-0.046	0.266	0.211	0.971	0.692	0.112	1.131	2.010	1.926	0.011	0.038	0.137
0.247	41.113	-0.078	-0.044	0.264	0.209	0.978	0.684	0.149	1.034	2.017	1.920	0.010	0.036	0.131
0.247	41.132	-0.075	-0.040	0.263	0.209	0.973	0.653	0.195	1.020	2.008	1.927	0.007	0.036	0.121
0.247	41.138	-0.069	-0.036	0.260	0.212	0.934	0.629	0.171	1.096	2.005	1.927	0.005	0.033	0.113
0.247	41.125	-0.066	-0.033	0.256	0.217	0.864	0.605	0.099	1.257	2.002	1.927	0.002	0.031	0.106
0.248	41.129	-0.063	-0.031	0.248	0.224	0.797	0.587	0.068	1.406	2.014	1.923	0.001	0.028	0.095
0.248	41.119	-0.060	-0.029	0.238	0.235	0.760	0.543	0.121	1.458	2.008	1.933	-0.007	0.024	0.087
0.248	41.147	-0.061	-0.029	0.229	0.249	0.752	0.540	0.146	1.410	2.015	1.933	-0.012	0.022	0.077
0.248	41.162	-0.062	-0.030	0.220	0.262	0.766	0.520	0.168	1.359	2.010	1.929	-0.013	0.015	0.068
0.248	41.132	-0.062	-0.035	0.206	0.279	0.843	0.473	0.126	1.358	2.008	1.924	-0.022	0.010	0.061
0.249	41.159	-0.065	-0.040	0.198	0.294	0.883	0.414	0.029	1.363	2.008	1.935	-0.026	0.004	0.050
0.249	41.147	-0.058	-0.046	0.190	0.306	0.924	0.378	-0.095	1.459	2.014	1.932	-0.029	-0.004	0.045
0.249	41.153	-0.061	-0.051	0.182	0.314	0.874	0.395	-0.168	1.612	2.013	1.927	-0.032	-0.008	0.037
0.249	41.162	-0.056	-0.054	0.176	0.317	0.817	0.429	-0.204	1.625	2.009	1.922	-0.036	-0.018	0.031
0.249	41.159	-0.057	-0.058	0.171	0.316	0.748	0.462	-0.180	1.539	2.002	1.927	-0.039	-0.022	0.027
0.250	41.168	-0.058	-0.060	0.166	0.307	0.701	0.499	-0.090	1.415	2.006	1.930	-0.042	-0.029	0.022
0.250	41.171	-0.063	-0.061	0.161	0.294	0.675	0.489	0.001	1.359	2.013	1.931	-0.044	-0.034	0.012
0.250	41.159	-0.068	-0.060	0.155	0.276	0.686	0.443	0.020	1.398	2.009	1.930	-0.045	-0.039	0.012
0.250	41.177	-0.075	-0.056	0.150	0.255	0.702	0.402	-0.003	1.534	2.011	1.930	-0.047	-0.045	0.008
0.250	41.208	-0.083	-0.053	0.146	0.231	0.692	0.400	-0.066	1.708	2.004	1.939	-0.046	-0.049	0.003
0.251	41.183	-0.086	-0.048	0.141	0.206	0.671	0.446	-0.064	1.808	2.004	1.935	-0.044	-0.054	0.002
0.251	41.183	-0.089	-0.043	0.135	0.177	0.641	0.526	0.024	1.747	2.009	1.936	-0.044	-0.056	0.002
0.251	41.180	-0.088	-0.038	0.131	0.148	0.617	0.618	0.195	1.600	2.024	1.931	-0.043	-0.058	0.001
0.251	41.196	-0.083	-0.034	0.124	0.119	0.622	0.679	0.353	1.447	2.014	1.936	-0.041	-0.061	0.001
0.251	41.171	-0.080	-0.031	0.118	0.094	0.621	0.689	0.433	1.425	2.012	1.929	-0.039	-0.060	0.001
0.252	41.190	-0.080	-0.026	0.115	0.071	0.617	0.689	0.303	1.501	2.015	1.930	-0.037	-0.060	0.000
0.252	41.177	-0.081	-0.023	0.109	0.052	0.613	0.658	0.089	1.664	2.013	1.935	-0.035	-0.057	0.005
0.252	41.190	-0.087	-0.018	0.106	0.038	0.583	0.648	-0.051	1.828	2.022	1.935	-0.031	-0.059	0.005
0.252	41.190	-0.094	-0.015	0.103	0.029	0.570	0.662	-0.086	1.867	2.022	1.935	-0.029	-0.056	0.006
0.252	41.180	-0.101	-0.010	0.100	0.029	0.569	0.732	0.077	1.702	2.010	1.933	-0.028	-0.055	0.007
0.253	41.177	-0.108	-0.006	0.097	0.031	0.584	0.775	0.246	1.457	2.013	1.929	-0.024	-0.052	0.011
0.253	41.165	-0.112	-0.005	0.093	0.044	0.584	0.779	0.383	1.207	2.019	1.929	-0.020	-0.050	0.014
0.253	41.177	-0.115	0.000	0.093	0.059	0.524	0.712	0.387	1.130	2.013	1.929	-0.020	-0.046	0.018
0.253	41.165	-0.114	0.001	0.094	0.077	0.429	0.653	0.249	1.237	2.019	1.933	-0.020	-0.042	0.021
0.253	41.171	-0.114	0.001	0.098	0.098	0.334	0.609	0.081	1.448	2.014	1.935	-0.015	-0.038	0.026
0.254	41.171	-0.107	0.001	0.103	0.120	0.289	0.605	-0.020	1.619	2.014	1.939	-0.014	-0.036	0.032
0.254	41.159	-0.105	0.000	0.111	0.142	0.319	0.654	0.034	1.671	2.014	1.943	-0.013	-0.032	0.037
0.254	41.162	-0.102	0.001	0.122	0.163	0.384	0.706	0.181	1.572	2.012	1.939	-0.013	-0.027	0.043
0.254	41.162	-0.101	0.000	0.133	0.179	0.457	0.752	0.424	1.438	2.010	1.940	-0.012	-0.023	0.049
0.254	41.156	-0.101	-0.002	0.145	0.196	0.528	0.752	0.531	1.338	2.012	1.932	-0.011	-0.019	0.055
